danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,class
0.5880,0.5310,0.0000,-9.7760,1.0000,0.0250,0.6580,0.0000,0.0889,0.1240,80.0000,230827.0000,0
0.9620,0.5690,8.0000,-6.5890,1.0000,0.1220,0.0884,0.0000,0.0933,0.8860,122.0240,331576.0000,0
0.7190,0.7040,1.0000,-4.7240,1.0000,0.0476,0.0691,0.0000,0.1660,0.6280,133.0020,187436.0000,0
0.6810,0.8650,1.0000,-4.1320,0.0000,0.0594,0.0046,0.0017,0.1490,0.5280,91.0170,219080.0000,0
0.8130,0.6600,7.0000,-5.1820,0.0000,0.0669,0.2870,0.0000,0.0941,0.6410,84.0030,235714.0000,0
0.4560,0.7900,1.0000,-5.5980,0.0000,0.0292,0.0004,0.0001,0.1050,0.3550,90.4000,229467.0000,0
0.7940,0.8770,9.0000,-4.9440,1.0000,0.0455,0.2610,0.0000,0.1240,0.9320,120.0050,239862.0000,0
0.4340,0.6680,11.0000,-4.8080,0.0000,0.0359,0.0311,0.0000,0.4970,0.2810,129.8030,202154.0000,0
0.6650,0.4420,11.0000,-12.6950,0.0000,0.3700,0.1450,0.0000,0.1960,0.6200,144.1240,205505.0000,0
0.8870,0.9260,5.0000,-7.4530,0.0000,0.0798,0.0001,0.8040,0.1530,0.7090,126.8890,194301.0000,0
0.5800,0.7050,5.0000,-9.4250,1.0000,0.0374,0.0144,0.0000,0.2130,0.6290,160.9860,223552.0000,0
0.6300,0.6560,0.0000,-7.9630,1.0000,0.0440,0.1090,0.0001,0.2580,0.6100,80.0040,239500.0000,0
0.7100,0.3120,1.0000,-11.4510,0.0000,0.0857,0.9380,0.9090,0.1090,0.2500,169.9550,216015.0000,0
0.5360,0.9720,2.0000,-2.3870,1.0000,0.0737,0.0002,0.8010,0.1490,0.4310,128.0200,306133.0000,0
0.2470,0.8000,9.0000,-10.1730,0.0000,0.0986,0.0000,0.0535,0.0740,0.5160,160.3260,154973.0000,0
0.7240,0.6590,1.0000,-8.2120,1.0000,0.0809,0.1330,0.0017,0.2350,0.3940,125.0560,171168.0000,0
0.7920,0.8160,3.0000,-4.7510,1.0000,0.2540,0.5100,0.0000,0.3560,0.8090,96.0380,232493.0000,0
0.5420,0.7300,2.0000,-10.7290,1.0000,0.0328,0.1520,0.0006,0.0721,0.4880,82.9710,246600.0000,0
0.9040,0.7450,1.0000,-3.6020,1.0000,0.0474,0.5090,0.0000,0.1850,0.8770,96.0190,184862.0000,0
0.5190,0.6610,1.0000,-6.5060,1.0000,0.0401,0.0003,0.6050,0.3140,0.2220,160.0150,204062.0000,0
0.5030,0.7410,4.0000,-5.1280,1.0000,0.0470,0.5790,0.0000,0.0712,0.4580,88.3350,207030.0000,0
0.6370,0.7570,9.0000,-8.2610,0.0000,0.0271,0.0828,0.0000,0.3130,0.6650,113.7050,240884.0000,0
0.4790,0.5490,11.0000,-10.5510,0.0000,0.3730,0.5700,0.0239,0.1270,0.5760,180.9850,252187.0000,0
0.5030,0.7410,4.0000,-5.1280,1.0000,0.0470,0.5790,0.0000,0.0712,0.4580,88.3350,207030.0000,0
0.6450,0.8320,2.0000,-5.5950,1.0000,0.0294,0.0011,0.0026,0.1990,0.3750,112.0280,188371.0000,0
0.6450,0.7150,2.0000,-8.9900,0.0000,0.1140,0.4790,0.0001,0.1970,0.6000,89.0990,200520.0000,0
0.7100,0.9890,1.0000,-1.5140,1.0000,0.0716,0.0320,0.0522,0.0780,0.2850,127.9820,199189.0000,0
0.8050,0.7760,1.0000,-6.0060,1.0000,0.1390,0.0002,0.0000,0.0502,0.1720,146.9970,172245.0000,0
0.3680,0.5000,3.0000,-8.8030,1.0000,0.0571,0.7360,0.0000,0.2830,0.6320,77.5950,180333.0000,0
0.4440,0.9220,5.0000,-3.9950,1.0000,0.0476,0.0002,0.3460,0.1290,0.0601,149.9820,243200.0000,0
0.7330,0.7100,5.0000,-5.8490,0.0000,0.0292,0.1450,0.1150,0.0956,0.9650,127.9750,239600.0000,0
0.9270,0.3620,0.0000,-9.3290,0.0000,0.5910,0.0442,0.0000,0.1390,0.3890,93.0080,196587.0000,0
0.7960,0.6350,7.0000,-9.4940,0.0000,0.0527,0.4540,0.0619,0.1060,0.2310,123.9890,150988.0000,0
0.3500,0.9560,11.0000,-3.7370,0.0000,0.0807,0.0071,0.0000,0.2390,0.6680,145.4310,193173.0000,0
0.6900,0.5740,8.0000,-8.1090,1.0000,0.2310,0.8370,0.0001,0.1210,0.5220,62.6190,80407.0000,0
0.6530,0.6410,11.0000,-7.5870,0.0000,0.0472,0.1970,0.0002,0.1770,0.6960,108.9730,213000.0000,0
0.3580,0.6120,6.0000,-12.6670,1.0000,0.0399,0.0000,0.2100,0.1350,0.2340,118.6470,218900.0000,0
0.6780,0.9130,9.0000,-6.0180,0.0000,0.0884,0.0690,0.0000,0.0732,0.7770,159.9230,193573.0000,0
0.5310,0.8630,8.0000,-4.0820,1.0000,0.1140,0.1210,0.0000,0.1230,0.5840,120.0550,172000.0000,0
0.7210,0.7160,10.0000,-7.0370,0.0000,0.0657,0.0334,0.0008,0.2370,0.6670,104.9940,221714.0000,1
0.5980,0.5260,10.0000,-8.6590,0.0000,0.0415,0.1290,0.0000,0.1400,0.5290,123.9350,168387.0000,1
0.7010,0.4250,7.0000,-10.9650,1.0000,0.3750,0.3280,0.1300,0.1000,0.5620,135.1280,194088.0000,1
0.8800,0.7510,7.0000,-4.2580,0.0000,0.0874,0.1770,0.0001,0.1060,0.8840,117.9480,157606.0000,1
0.8030,0.7150,2.0000,-3.2800,1.0000,0.2980,0.2950,0.0001,0.0574,0.5740,101.0850,200960.0000,1
0.7040,0.2250,6.0000,-14.4540,0.0000,0.0994,0.9020,0.6570,0.1060,0.2430,120.0060,245426.0000,1
0.6620,0.5190,9.0000,-6.5540,0.0000,0.1060,0.4040,0.0000,0.1210,0.4950,145.8410,210427.0000,1
0.7860,0.8080,7.0000,-3.7020,1.0000,0.0882,0.0846,0.0003,0.0822,0.6090,105.0270,301714.0000,1
0.7590,0.5400,9.0000,-6.0390,0.0000,0.0287,0.0370,0.0000,0.0945,0.7500,116.9470,190960.0000,1
0.7640,0.3200,11.0000,-7.2090,1.0000,0.0546,0.8370,0.0000,0.0822,0.5750,91.0190,189486.0000,1
0.5130,0.7960,1.0000,-4.0750,1.0000,0.0629,0.0015,0.0002,0.0938,0.3450,171.0170,201573.0000,1
0.5010,0.4050,1.0000,-5.6790,1.0000,0.0319,0.7510,0.0000,0.1050,0.4460,109.8910,182161.0000,1
0.4740,0.6310,5.0000,-5.8840,0.0000,0.3430,0.0687,0.0000,0.1320,0.4250,180.0510,189323.0000,1
0.7540,0.6460,7.0000,-5.7950,1.0000,0.3170,0.1520,0.0000,0.1080,0.4290,176.0890,242573.0000,1
0.5310,0.7500,10.0000,-5.8310,0.0000,0.1110,0.0063,0.0001,0.1170,0.1980,169.9540,200080.0000,1
0.5050,0.3400,4.0000,-9.0050,1.0000,0.0438,0.5760,0.0000,0.2100,0.0916,101.9930,206459.0000,1
0.8240,0.5880,6.0000,-6.4000,0.0000,0.0924,0.6920,0.0001,0.1490,0.5130,98.0270,209438.0000,1
0.6760,0.7710,8.0000,-3.6750,1.0000,0.0483,0.0237,0.0000,0.1020,0.5690,99.0480,207133.0000,1
0.5050,0.3400,4.0000,-9.0050,1.0000,0.0438,0.5760,0.0000,0.2100,0.0916,101.9930,206459.0000,1
0.7640,0.3200,11.0000,-7.2090,1.0000,0.0546,0.8370,0.0000,0.0822,0.5750,91.0190,189486.0000,1
0.6950,0.7620,0.0000,-3.4970,1.0000,0.0395,0.1920,0.0024,0.0863,0.5530,120.0420,215280.0000,1
0.7940,0.7930,11.0000,-4.5210,0.0000,0.0842,0.0125,0.0000,0.0952,0.6770,123.9410,183290.0000,1
0.5980,0.4270,7.0000,-8.7640,0.0000,0.0317,0.0546,0.0000,0.2100,0.0605,76.4690,175721.0000,1
0.5010,0.4050,1.0000,-5.6790,1.0000,0.0319,0.7510,0.0000,0.1050,0.4460,109.8910,182161.0000,1
0.7780,0.5590,6.0000,-7.1090,0.0000,0.0776,0.1280,0.0000,0.3990,0.6780,129.9890,185093.0000,1
0.7210,0.7160,10.0000,-7.0370,0.0000,0.0657,0.0334,0.0008,0.2370,0.6670,104.9940,221714.0000,1
0.6540,0.6300,10.0000,-4.6440,1.0000,0.0259,0.1530,0.0000,0.1110,0.4300,89.9910,167693.0000,1
0.8800,0.7510,7.0000,-4.2580,0.0000,0.0874,0.1770,0.0001,0.1060,0.8840,117.9480,157606.0000,1
0.4770,0.6820,1.0000,-4.9310,0.0000,0.0925,0.1530,0.0000,0.0763,0.3450,110.5670,202205.0000,1
0.7010,0.4250,7.0000,-10.9650,1.0000,0.3750,0.3280,0.1300,0.1000,0.5620,135.1280,194088.0000,1
0.4740,0.6310,5.0000,-5.8840,0.0000,0.3430,0.0687,0.0000,0.1320,0.4250,180.0510,189323.0000,1
0.7860,0.8080,7.0000,-3.7020,1.0000,0.0882,0.0846,0.0003,0.0822,0.6090,105.0270,301714.0000,1
0.8570,0.6210,9.0000,-6.3760,0.0000,0.0824,0.1480,0.0000,0.0865,0.6680,97.9860,204467.0000,1
0.8430,0.3910,2.0000,-7.8990,1.0000,0.0845,0.1810,0.0000,0.1370,0.4960,129.9720,160627.0000,1
0.7540,0.6460,7.0000,-5.7950,1.0000,0.3170,0.1520,0.0000,0.1080,0.4290,176.0890,242573.0000,1
0.5980,0.5260,10.0000,-8.6590,0.0000,0.0415,0.1290,0.0000,0.1400,0.5290,123.9350,168387.0000,1
0.8790,0.7030,1.0000,-4.2190,1.0000,0.0701,0.1430,0.0000,0.0569,0.7880,94.0040,199711.0000,1
0.7240,0.4910,8.0000,-6.0240,1.0000,0.0296,0.0180,0.0000,0.0887,0.3830,105.0460,170746.0000,1
0.6620,0.5190,9.0000,-6.5540,0.0000,0.1060,0.4040,0.0000,0.1210,0.4950,145.8410,210427.0000,1
0.7040,0.2250,6.0000,-14.4540,0.0000,0.0994,0.9020,0.6570,0.1060,0.2430,120.0060,245426.0000,1
0.8240,0.5880,6.0000,-6.4000,0.0000,0.0924,0.6920,0.0001,0.1490,0.5130,98.0270,209438.0000,1
0.5130,0.7960,1.0000,-4.0750,1.0000,0.0629,0.0015,0.0002,0.0938,0.3450,171.0170,201573.0000,1
0.7780,0.5590,6.0000,-7.1090,0.0000,0.0776,0.1280,0.0000,0.3990,0.6780,129.9890,185093.0000,1
0.7840,0.4300,10.0000,-8.7560,0.0000,0.0364,0.1230,0.0000,0.0887,0.2360,127.0870,159382.0000,1
0.4770,0.6820,1.0000,-4.9310,0.0000,0.0925,0.1530,0.0000,0.0763,0.3450,110.5670,202205.0000,1
0.7590,0.5400,9.0000,-6.0390,0.0000,0.0287,0.0370,0.0000,0.0945,0.7500,116.9470,190960.0000,1
0.8430,0.3910,2.0000,-7.8990,1.0000,0.0845,0.1810,0.0000,0.1370,0.4960,129.9720,160627.0000,1
0.7940,0.7930,11.0000,-4.5210,0.0000,0.0842,0.0125,0.0000,0.0952,0.6770,123.9410,183290.0000,1
0.7240,0.4910,8.0000,-6.0240,1.0000,0.0296,0.0180,0.0000,0.0887,0.3830,105.0460,170746.0000,1
0.5130,0.7960,1.0000,-4.0750,1.0000,0.0629,0.0015,0.0002,0.0938,0.3450,171.0170,201573.0000,1
0.8160,0.6300,2.0000,-5.5680,1.0000,0.2260,0.1330,0.0000,0.0692,0.7150,96.4930,131607.0000,1
0.7010,0.4250,7.0000,-10.9650,1.0000,0.3750,0.3280,0.1300,0.1000,0.5620,135.1280,194088.0000,1
0.7040,0.2250,6.0000,-14.4540,0.0000,0.0994,0.9020,0.6570,0.1060,0.2430,120.0060,245426.0000,1
0.6760,0.6090,2.0000,-5.8310,0.0000,0.4810,0.0706,0.0000,0.1520,0.5080,142.0370,237735.0000,1
0.8960,0.5860,10.0000,-6.6870,0.0000,0.0559,0.1040,0.0000,0.7900,0.6420,116.9710,196653.0000,1
0.8810,0.4570,7.0000,-8.1910,0.0000,0.1560,0.0327,0.0000,0.2310,0.2960,136.9700,198913.0000,1
0.7690,0.7870,11.0000,-3.9090,1.0000,0.3670,0.1890,0.0000,0.1290,0.8360,126.7700,159715.0000,1
0.4740,0.6310,5.0000,-5.8840,0.0000,0.3430,0.0687,0.0000,0.1320,0.4250,180.0510,189323.0000,1
0.6560,0.6140,6.0000,-4.9730,0.0000,0.1020,0.5580,0.0009,0.2150,0.3500,128.0380,153750.0000,1
0.8160,0.6300,2.0000,-5.5680,1.0000,0.2260,0.1330,0.0000,0.0692,0.7150,96.4930,131607.0000,1
0.5980,0.4270,7.0000,-8.7640,0.0000,0.0317,0.0546,0.0000,0.2100,0.0605,76.4690,175721.0000,1
0.5980,0.4270,7.0000,-8.7640,0.0000,0.0317,0.0546,0.0000,0.2100,0.0605,76.4690,175721.0000,1
0.4740,0.6310,5.0000,-5.8840,0.0000,0.3430,0.0687,0.0000,0.1320,0.4250,180.0510,189323.0000,1
0.7690,0.7870,11.0000,-3.9090,1.0000,0.3670,0.1890,0.0000,0.1290,0.8360,126.7700,159715.0000,1
0.8960,0.5860,10.0000,-6.6870,0.0000,0.0559,0.1040,0.0000,0.7900,0.6420,116.9710,196653.0000,1
0.6560,0.6140,6.0000,-4.9730,0.0000,0.1020,0.5580,0.0009,0.2150,0.3500,128.0380,153750.0000,1
0.7840,0.4300,10.0000,-8.7560,0.0000,0.0364,0.1230,0.0000,0.0887,0.2360,127.0870,159382.0000,1
0.5980,0.4270,7.0000,-8.7640,0.0000,0.0317,0.0546,0.0000,0.2100,0.0605,76.4690,175721.0000,1
0.4740,0.6310,5.0000,-5.8840,0.0000,0.3430,0.0687,0.0000,0.1320,0.4250,180.0510,189323.0000,1
0.8030,0.7150,2.0000,-3.2800,1.0000,0.2980,0.2950,0.0001,0.0574,0.5740,101.0850,200960.0000,1
0.8860,0.6720,1.0000,-4.3940,1.0000,0.1880,0.0363,0.0000,0.1010,0.5260,91.9760,192024.0000,1
0.8790,0.7030,1.0000,-4.2190,1.0000,0.0701,0.1430,0.0000,0.0569,0.7880,94.0040,199711.0000,1
0.7540,0.6460,7.0000,-5.7950,1.0000,0.3170,0.1520,0.0000,0.1080,0.4290,176.0890,242573.0000,1
0.6760,0.6090,2.0000,-5.8310,0.0000,0.4810,0.0706,0.0000,0.1520,0.5080,142.0370,237735.0000,1
0.8960,0.5860,10.0000,-6.6870,0.0000,0.0559,0.1040,0.0000,0.7900,0.6420,116.9710,196653.0000,1
0.8810,0.4570,7.0000,-8.1910,0.0000,0.1560,0.0327,0.0000,0.2310,0.2960,136.9700,198913.0000,1
0.5310,0.7500,10.0000,-5.8310,0.0000,0.1110,0.0063,0.0001,0.1170,0.1980,169.9540,200080.0000,1
0.7690,0.7870,11.0000,-3.9090,1.0000,0.3670,0.1890,0.0000,0.1290,0.8360,126.7700,159715.0000,1
0.7010,0.4250,7.0000,-10.9650,1.0000,0.3750,0.3280,0.1300,0.1000,0.5620,135.1280,194088.0000,1
0.8030,0.7150,2.0000,-3.2800,1.0000,0.2980,0.2950,0.0001,0.0574,0.5740,101.0850,200960.0000,1
0.7210,0.7160,10.0000,-7.0370,0.0000,0.0657,0.0334,0.0008,0.2370,0.6670,104.9940,221714.0000,1
0.8790,0.7030,1.0000,-4.2190,1.0000,0.0701,0.1430,0.0000,0.0569,0.7880,94.0040,199711.0000,1
0.6540,0.6720,0.0000,-5.9800,0.0000,0.3110,0.4710,0.0000,0.0781,0.3430,181.8570,249520.0000,1
0.7860,0.8080,7.0000,-3.7020,1.0000,0.0882,0.0846,0.0003,0.0822,0.6090,105.0270,301714.0000,1
0.7540,0.6460,7.0000,-5.7950,1.0000,0.3170,0.1520,0.0000,0.1080,0.4290,176.0890,242573.0000,1
0.8800,0.7510,7.0000,-4.2580,0.0000,0.0874,0.1770,0.0001,0.1060,0.8840,117.9480,157606.0000,1
0.6760,0.6090,2.0000,-5.8310,0.0000,0.4810,0.0706,0.0000,0.1520,0.5080,142.0370,237735.0000,1
0.6760,0.7710,8.0000,-3.6750,1.0000,0.0483,0.0237,0.0000,0.1020,0.5690,99.0480,207133.0000,1
0.8960,0.5860,10.0000,-6.6870,0.0000,0.0559,0.1040,0.0000,0.7900,0.6420,116.9710,196653.0000,1
0.7240,0.4910,8.0000,-6.0240,1.0000,0.0296,0.0180,0.0000,0.0887,0.3830,105.0460,170746.0000,1
0.6620,0.5190,9.0000,-6.5540,0.0000,0.1060,0.4040,0.0000,0.1210,0.4950,145.8410,210427.0000,1
0.5130,0.7960,1.0000,-4.0750,1.0000,0.0629,0.0015,0.0002,0.0938,0.3450,171.0170,201573.0000,1
0.7640,0.3200,11.0000,-7.2090,1.0000,0.0546,0.8370,0.0000,0.0822,0.5750,91.0190,189486.0000,1
0.7940,0.7930,11.0000,-4.5210,0.0000,0.0842,0.0125,0.0000,0.0952,0.6770,123.9410,183290.0000,1
0.8240,0.5880,6.0000,-6.4000,0.0000,0.0924,0.6920,0.0001,0.1490,0.5130,98.0270,209438.0000,1
0.7840,0.4300,10.0000,-8.7560,0.0000,0.0364,0.1230,0.0000,0.0887,0.2360,127.0870,159382.0000,1
0.7040,0.2250,6.0000,-14.4540,0.0000,0.0994,0.9020,0.6570,0.1060,0.2430,120.0060,245426.0000,1
0.5050,0.3400,4.0000,-9.0050,1.0000,0.0438,0.5760,0.0000,0.2100,0.0916,101.9930,206459.0000,1
0.5980,0.4270,7.0000,-8.7640,0.0000,0.0317,0.0546,0.0000,0.2100,0.0605,76.4690,175721.0000,1
0.6950,0.7620,0.0000,-3.4970,1.0000,0.0395,0.1920,0.0024,0.0863,0.5530,120.0420,215280.0000,1
0.7590,0.5400,9.0000,-6.0390,0.0000,0.0287,0.0370,0.0000,0.0945,0.7500,116.9470,190960.0000,1
0.8160,0.6300,2.0000,-5.5680,1.0000,0.2260,0.1330,0.0000,0.0692,0.7150,96.4930,131607.0000,1
0.5010,0.4050,1.0000,-5.6790,1.0000,0.0319,0.7510,0.0000,0.1050,0.4460,109.8910,182161.0000,1
0.7780,0.5590,6.0000,-7.1090,0.0000,0.0776,0.1280,0.0000,0.3990,0.6780,129.9890,185093.0000,1
0.8430,0.3910,2.0000,-7.8990,1.0000,0.0845,0.1810,0.0000,0.1370,0.4960,129.9720,160627.0000,1
0.8570,0.6210,9.0000,-6.3760,0.0000,0.0824,0.1480,0.0000,0.0865,0.6680,97.9860,204467.0000,1
0.4770,0.6820,1.0000,-4.9310,0.0000,0.0925,0.1530,0.0000,0.0763,0.3450,110.5670,202205.0000,1
0.6540,0.6720,0.0000,-5.9800,0.0000,0.3110,0.4710,0.0000,0.0781,0.3430,181.8570,249520.0000,1
0.8030,0.7150,2.0000,-3.2800,1.0000,0.2980,0.2950,0.0001,0.0574,0.5740,101.0850,200960.0000,1
0.8860,0.6720,1.0000,-4.3940,1.0000,0.1880,0.0363,0.0000,0.1010,0.5260,91.9760,192024.0000,1
0.8790,0.7030,1.0000,-4.2190,1.0000,0.0701,0.1430,0.0000,0.0569,0.7880,94.0040,199711.0000,1
0.7860,0.8080,7.0000,-3.7020,1.0000,0.0882,0.0846,0.0003,0.0822,0.6090,105.0270,301714.0000,1
0.7540,0.6460,7.0000,-5.7950,1.0000,0.3170,0.1520,0.0000,0.1080,0.4290,176.0890,242573.0000,1
0.7210,0.7160,10.0000,-7.0370,0.0000,0.0657,0.0334,0.0008,0.2370,0.6670,104.9940,221714.0000,1
0.7590,0.5400,9.0000,-6.0390,0.0000,0.0287,0.0370,0.0000,0.0945,0.7500,116.9470,190960.0000,1
0.7940,0.7930,11.0000,-4.5210,0.0000,0.0842,0.0125,0.0000,0.0952,0.6770,123.9410,183290.0000,1
0.7640,0.3200,11.0000,-7.2090,1.0000,0.0546,0.8370,0.0000,0.0822,0.5750,91.0190,189486.0000,1
0.8800,0.7510,7.0000,-4.2580,0.0000,0.0874,0.1770,0.0001,0.1060,0.8840,117.9480,157606.0000,1
0.6760,0.6090,2.0000,-5.8310,0.0000,0.4810,0.0706,0.0000,0.1520,0.5080,142.0370,237735.0000,1
0.6760,0.7710,8.0000,-3.6750,1.0000,0.0483,0.0237,0.0000,0.1020,0.5690,99.0480,207133.0000,1
0.8960,0.5860,10.0000,-6.6870,0.0000,0.0559,0.1040,0.0000,0.7900,0.6420,116.9710,196653.0000,1
0.7240,0.4910,8.0000,-6.0240,1.0000,0.0296,0.0180,0.0000,0.0887,0.3830,105.0460,170746.0000,1
0.6620,0.5190,9.0000,-6.5540,0.0000,0.1060,0.4040,0.0000,0.1210,0.4950,145.8410,210427.0000,1
0.5130,0.7960,1.0000,-4.0750,1.0000,0.0629,0.0015,0.0002,0.0938,0.3450,171.0170,201573.0000,1
0.7640,0.3200,11.0000,-7.2090,1.0000,0.0546,0.8370,0.0000,0.0822,0.5750,91.0190,189486.0000,1
0.7940,0.7930,11.0000,-4.5210,0.0000,0.0842,0.0125,0.0000,0.0952,0.6770,123.9410,183290.0000,1
0.8240,0.5880,6.0000,-6.4000,0.0000,0.0924,0.6920,0.0001,0.1490,0.5130,98.0270,209438.0000,1
0.7840,0.4300,10.0000,-8.7560,0.0000,0.0364,0.1230,0.0000,0.0887,0.2360,127.0870,159382.0000,1
0.7210,0.7160,10.0000,-7.0370,0.0000,0.0657,0.0334,0.0008,0.2370,0.6670,104.9940,221714.0000,1
0.7040,0.2250,6.0000,-14.4540,0.0000,0.0994,0.9020,0.6570,0.1060,0.2430,120.0060,245426.0000,1
0.5050,0.3400,4.0000,-9.0050,1.0000,0.0438,0.5760,0.0000,0.2100,0.0916,101.9930,206459.0000,1
0.5980,0.4270,7.0000,-8.7640,0.0000,0.0317,0.0546,0.0000,0.2100,0.0605,76.4690,175721.0000,1
0.6950,0.7620,0.0000,-3.4970,1.0000,0.0395,0.1920,0.0024,0.0863,0.5530,120.0420,215280.0000,1
0.7590,0.5400,9.0000,-6.0390,0.0000,0.0287,0.0370,0.0000,0.0945,0.7500,116.9470,190960.0000,1
0.8160,0.6300,2.0000,-5.5680,1.0000,0.2260,0.1330,0.0000,0.0692,0.7150,96.4930,131607.0000,1
0.5010,0.4050,1.0000,-5.6790,1.0000,0.0319,0.7510,0.0000,0.1050,0.4460,109.8910,182161.0000,1
0.7780,0.5590,6.0000,-7.1090,0.0000,0.0776,0.1280,0.0000,0.3990,0.6780,129.9890,185093.0000,1
0.8430,0.3910,2.0000,-7.8990,1.0000,0.0845,0.1810,0.0000,0.1370,0.4960,129.9720,160627.0000,1
0.8570,0.6210,9.0000,-6.3760,0.0000,0.0824,0.1480,0.0000,0.0865,0.6680,97.9860,204467.0000,1
0.7860,0.8080,7.0000,-3.7020,1.0000,0.0882,0.0846,0.0003,0.0822,0.6090,105.0270,301714.0000,1
0.4770,0.6820,1.0000,-4.9310,0.0000,0.0925,0.1530,0.0000,0.0763,0.3450,110.5670,202205.0000,1
0.8790,0.7030,1.0000,-4.2190,1.0000,0.0701,0.1430,0.0000,0.0569,0.7880,94.0040,199711.0000,1
0.8240,0.5880,6.0000,-6.4000,0.0000,0.0924,0.6920,0.0001,0.1490,0.5130,98.0270,209438.0000,1
0.6210,0.6010,6.0000,-5.6160,0.0000,0.1480,0.0522,0.0000,0.4600,0.4570,116.7350,163636.0000,1
0.6560,0.6140,6.0000,-4.9730,0.0000,0.1020,0.5580,0.0009,0.2150,0.3500,128.0380,153750.0000,1
0.6540,0.6300,10.0000,-4.6440,1.0000,0.0259,0.1530,0.0000,0.1110,0.4300,89.9910,167693.0000,1
0.8810,0.4570,7.0000,-8.1910,0.0000,0.1560,0.0327,0.0000,0.2310,0.2960,136.9700,198913.0000,1
0.7010,0.4250,7.0000,-10.9650,1.0000,0.3750,0.3280,0.1300,0.1000,0.5620,135.1280,194088.0000,1
0.8860,0.6720,1.0000,-4.3940,1.0000,0.1880,0.0363,0.0000,0.1010,0.5260,91.9760,192024.0000,1
0.8030,0.7150,2.0000,-3.2800,1.0000,0.2980,0.2950,0.0001,0.0574,0.5740,101.0850,200960.0000,1
0.7540,0.6460,7.0000,-5.7950,1.0000,0.3170,0.1520,0.0000,0.1080,0.4290,176.0890,242573.0000,1
0.6540,0.6720,0.0000,-5.9800,0.0000,0.3110,0.4710,0.0000,0.0781,0.3430,181.8570,249520.0000,1
0.6760,0.6090,2.0000,-5.8310,0.0000,0.4810,0.0706,0.0000,0.1520,0.5080,142.0370,237735.0000,1
0.8160,0.6300,2.0000,-5.5680,1.0000,0.2260,0.1330,0.0000,0.0692,0.7150,96.4930,131607.0000,1
0.8430,0.3910,2.0000,-7.8990,1.0000,0.0845,0.1810,0.0000,0.1370,0.4960,129.9720,160627.0000,1
0.5980,0.4270,7.0000,-8.7640,0.0000,0.0317,0.0546,0.0000,0.2100,0.0605,76.4690,175721.0000,1
0.4740,0.6310,5.0000,-5.8840,0.0000,0.3430,0.0687,0.0000,0.1320,0.4250,180.0510,189323.0000,1
0.8810,0.4570,7.0000,-8.1910,0.0000,0.1560,0.0327,0.0000,0.2310,0.2960,136.9700,198913.0000,1
0.7690,0.7870,11.0000,-3.9090,1.0000,0.3670,0.1890,0.0000,0.1290,0.8360,126.7700,159715.0000,1
0.8960,0.5860,10.0000,-6.6870,0.0000,0.0559,0.1040,0.0000,0.7900,0.6420,116.9710,196653.0000,1
0.6560,0.6140,6.0000,-4.9730,0.0000,0.1020,0.5580,0.0009,0.2150,0.3500,128.0380,153750.0000,1
0.6210,0.6010,6.0000,-5.6160,0.0000,0.1480,0.0522,0.0000,0.4600,0.4570,116.7350,163636.0000,1
0.7640,0.3200,11.0000,-7.2090,1.0000,0.0546,0.8370,0.0000,0.0822,0.5750,91.0190,189486.0000,1
0.6540,0.6300,10.0000,-4.6440,1.0000,0.0259,0.1530,0.0000,0.1110,0.4300,89.9910,167693.0000,1
0.8800,0.7510,7.0000,-4.2580,0.0000,0.0874,0.1770,0.0001,0.1060,0.8840,117.9480,157606.0000,1
0.7780,0.5590,6.0000,-7.1090,0.0000,0.0776,0.1280,0.0000,0.3990,0.6780,129.9890,185093.0000,1
0.5050,0.3400,4.0000,-9.0050,1.0000,0.0438,0.5760,0.0000,0.2100,0.0916,101.9930,206459.0000,1
0.7940,0.7930,11.0000,-4.5210,0.0000,0.0842,0.0125,0.0000,0.0952,0.6770,123.9410,183290.0000,1
0.7040,0.2250,6.0000,-14.4540,0.0000,0.0994,0.9020,0.6570,0.1060,0.2430,120.0060,245426.0000,1
0.5980,0.5260,10.0000,-8.6590,0.0000,0.0415,0.1290,0.0000,0.1400,0.5290,123.9350,168387.0000,1
0.5130,0.7960,1.0000,-4.0750,1.0000,0.0629,0.0015,0.0002,0.0938,0.3450,171.0170,201573.0000,1
0.6620,0.5190,9.0000,-6.5540,0.0000,0.1060,0.4040,0.0000,0.1210,0.4950,145.8410,210427.0000,1
0.7240,0.4910,8.0000,-6.0240,1.0000,0.0296,0.0180,0.0000,0.0887,0.3830,105.0460,170746.0000,1
0.5310,0.7500,10.0000,-5.8310,0.0000,0.1110,0.0063,0.0001,0.1170,0.1980,169.9540,200080.0000,1
0.7010,0.4250,7.0000,-10.9650,1.0000,0.3750,0.3280,0.1300,0.1000,0.5620,135.1280,194088.0000,1
0.7840,0.4300,10.0000,-8.7560,0.0000,0.0364,0.1230,0.0000,0.0887,0.2360,127.0870,159382.0000,1
0.5130,0.7960,1.0000,-4.0750,1.0000,0.0629,0.0015,0.0002,0.0938,0.3450,171.0170,201573.0000,1
0.6620,0.5190,9.0000,-6.5540,0.0000,0.1060,0.4040,0.0000,0.1210,0.4950,145.8410,210427.0000,1
